timestamp,zone,ecu_status,network_status,gateway_status,recovery_status,recovery_attempts,telemetry,diagnostics
2026-09-17T22:02:38,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 3.01, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:38,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 3.01, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:38,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 2.01, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:39,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 4.01, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:39,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 4.01, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:39,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 2.01, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:40,FRONT,ONLINE,FAULT DETECTED,CONNECTED,IDLE,0,"{""timestamp"": 5.02, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",DTC-CAN-301: Rear Zonal ECU communication lost
2026-09-17T22:02:40,CABIN,ONLINE,FAULT DETECTED,CONNECTED,IDLE,0,"{""timestamp"": 5.02, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",DTC-CAN-301: Rear Zonal ECU communication lost
2026-09-17T22:02:40,REAR,OFFLINE,FAULT DETECTED,CONNECTED,IDLE,0,"{""timestamp"": 2.01, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",DTC-CAN-301: Rear Zonal ECU communication lost
2026-09-17T22:02:41,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 6.02, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:41,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 6.02, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:41,REAR,ONLINE,HEALTHY,CONNECTED,RECOVERED,1,"{""timestamp"": 6.02, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:42,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 7.03, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:42,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 7.03, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:42,REAR,ONLINE,HEALTHY,CONNECTED,RECOVERED,1,"{""timestamp"": 7.03, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:50,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 0.0, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:50,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 0.0, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:50,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 0.0, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:50,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 0.5, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:50,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 0.5, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:50,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 0.5, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:51,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 1.0, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:51,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 1.0, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:51,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 1.0, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:51,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 1.5, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:51,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 1.5, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:51,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 1.5, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:52,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 2.0, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:52,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 2.0, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:52,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 2.0, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:52,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 2.5, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:52,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 2.5, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:52,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 2.5, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:53,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 3.0, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:53,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 3.0, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:53,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 3.0, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:53,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 3.5, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:53,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 3.5, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:53,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 3.5, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:54,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 4.0, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:54,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 4.0, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:54,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 4.0, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:54,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 4.5, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:54,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 4.5, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:54,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 4.5, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:55,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 5.0, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
2026-09-17T22:02:55,CABIN,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 5.0, ""temperature_c"": 26, ""driver_detected"": true, ""doors"": {""front_left"": ""CLOSED"", ""front_right"": ""CLOSED"", ""rear_left"": ""CLOSED"", ""rear_right"": ""CLOSED""}, ""seatbelts"": {""driver"": ""WORN"", ""front_passenger"": ""WORN"", ""rear_left"": ""WORN"", ""rear_right"": ""WORN""}}",NONE
2026-09-17T22:02:55,REAR,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 5.0, ""obstacle"": ""CLEAR"", ""parking_brake"": true, ""status"": ""OK""}",NONE
2026-09-17T22:02:55,FRONT,ONLINE,HEALTHY,CONNECTED,IDLE,0,"{""timestamp"": 5.5, ""speed_kph"": 45, ""obstacle"": ""CLEAR"", ""steering_angle_deg"": 0}",NONE
